concurso,data,posicao,numero,valor,tipo_extracao
5440,2023-08-16,5,42182,,regular
5441,2023-08-19,1,06246,,regular
5441,2023-08-19,2,18299,,regular
5441,2023-08-19,3,56244,,regular
5441,2023-08-19,4,31035,,regular
5441,2023-08-19,5,67973,,regular
5442,2023-08-22,1,16209,,regular
5442,2023-08-22,2,35737,,regular
5442,2023-08-22,3,80096,,regular
5442,2023-08-22,4,08500,,regular
5442,2023-08-22,5,83126,,regular
5443,2023-08-25,1,70245,,regular
5443,2023-08-25,2,08789,,regular
5443,2023-08-25,3,02322,,regular
5443,2023-08-25,4,72224,,regular
5443,2023-08-25,5,95835,,regular
5444,2023-08-28,1,80529,,regular
5444,2023-08-28,2,11615,,regular
5444,2023-08-28,3,45964,,regular
5444,2023-08-28,4,20227,,regular
5444,2023-08-28,5,88842,,regular
5445,2023-08-31,1,98836,,regular
5445,2023-08-31,2,92922,,regular
5445,2023-08-31,3,57554,,regular
5445,2023-08-31,4,68719,,regular
5445,2023-08-31,5,53737,,regular
5446,2023-09-03,1,59529,,regular
5446,2023-09-03,2,07120,,regular
5446,2023-09-03,3,06848,,regular
5446,2023-09-03,4,29936,,regular
5446,2023-09-03,5,08581,,regular
5447,2023-09-06,1,82483,,regular
5447,2023-09-06,2,21783,,regular
5447,2023-09-06,3,02347,,regular
5447,2023-09-06,4,51027,,regular
5447,2023-09-06,5,24819,,regular
5448,2023-09-09,1,27429,,regular
5448,2023-09-09,2,67814,,regular
5448,2023-09-09,3,99373,,regular
5448,2023-09-09,4,10765,,regular
5448,2023-09-09,5,38796,,regular
5449,2023-09-12,1,78761,,regular
5449,2023-09-12,2,07151,,regular
5449,2023-09-12,3,52533,,regular
5449,2023-09-12,4,61392,,regular
5449,2023-09-12,5,70683,,regular
5450,2023-09-15,1,60220,,regular
5450,2023-09-15,2,63448,,regular
5450,2023-09-15,3,40835,,regular
5450,2023-09-15,4,12080,,regular
5450,2023-09-15,5,17389,,regular
5451,2023-09-18,1,55157,,regular
5451,2023-09-18,2,63676,,regular
5451,2023-09-18,3,97524,,regular
5451,2023-09-18,4,30736,,regular
5451,2023-09-18,5,14534,,regular
5452,2023-09-21,1,78499,,regular
5452,2023-09-21,2,55574,,regular
5452,2023-09-21,3,45963,,regular
5452,2023-09-21,4,65770,,regular
5452,2023-09-21,5,26584,,regular
5453,2023-09-24,1,49867,,regular
5453,2023-09-24,2,42833,,regular
5453,2023-09-24,3,46168,,regular
5453,2023-09-24,4,17477,,regular
5453,2023-09-24,5,46392,,regular
5454,2023-09-27,1,13428,,regular
5454,2023-09-27,2,83960,,regular
5454,2023-09-27,3,08070,,regular
5454,2023-09-27,4,98798,,regular
5454,2023-09-27,5,50037,,regular
5455,2023-09-30,1,97499,,regular
5455,2023-09-30,2,10845,,regular
5455,2023-09-30,3,61135,,regular
5455,2023-09-30,4,68030,,regular
5455,2023-09-30,5,35617,,regular
5456,2023-10-03,1,70488,,regular
5456,2023-10-03,2,48787,,regular
5456,2023-10-03,3,41553,,regular
5456,2023-10-03,4,94451,,regular
5456,2023-10-03,5,64260,,regular
5457,2023-10-06,1,74133,,regular
5457,2023-10-06,2,09981,,regular
5457,2023-10-06,3,72668,,regular
5457,2023-10-06,4,45049,,regular
5457,2023-10-06,5,04005,,regular
5458,2023-10-09,1,24149,,regular
5458,2023-10-09,2,54453,,regular
5458,2023-10-09,3,53249,,regular
5458,2023-10-09,4,96792,,regular
5458,2023-10-09,5,94557,,regular
5459,2023-10-12,1,49249,,regular
5459,2023-10-12,2,95945,,regular
5459,2023-10-12,3,59065,,regular
5459,2023-10-12,4,68571,,regular
5459,2023-10-12,5,37019,,regular
5460,2023-10-15,1,40435,,regular
5460,2023-10-15,2,48704,,regular
5460,2023-10-15,3,66755,,regular
5460,2023-10-15,4,63422,,regular
5460,2023-10-15,5,29577,,regular
5461,2023-10-18,1,75774,,regular
5461,2023-10-18,2,61512,,regular
5461,2023-10-18,3,44048,,regular
5461,2023-10-18,4,86459,,regular
5461,2023-10-18,5,49442,,regular
5462,2023-10-21,1,10571,,regular
5462,2023-10-21,2,36185,,regular
5462,2023-10-21,3,41277,,regular
5462,2023-10-21,4,31153,,regular
5462,2023-10-21,5,26543,,regular
5463,2023-10-24,1,09960,,regular
5463,2023-10-24,2,27764,,regular
5463,2023-10-24,3,92733,,regular
5463,2023-10-24,4,72357,,regular
5463,2023-10-24,5,44739,,regular
5464,2023-10-27,1,75357,,regular
5464,2023-10-27,2,91975,,regular
5464,2023-10-27,3,55978,,regular
5464,2023-10-27,4,94910,,regular
5464,2023-10-27,5,04935,,regular
5465,2023-10-30,1,62593,,regular
5465,2023-10-30,2,99213,,regular
5465,2023-10-30,3,24180,,regular
5465,2023-10-30,4,58749,,regular
5465,2023-10-30,5,43577,,regular
5466,2023-11-02,1,08127,,regular
5466,2023-11-02,2,00384,,regular
5466,2023-11-02,3,59374,,regular
5466,2023-11-02,4,06104,,regular
5466,2023-11-02,5,40336,,regular
5467,2023-11-05,1,12234,,regular
5467,2023-11-05,2,52154,,regular
5467,2023-11-05,3,67707,,regular
5467,2023-11-05,4,17830,,regular
5467,2023-11-05,5,42759,,regular
5468,2023-11-08,1,24138,,regular
5468,2023-11-08,2,36686,,regular
5468,2023-11-08,3,83236,,regular
5468,2023-11-08,4,17660,,regular
5468,2023-11-08,5,86337,,regular
5469,2023-11-11,1,13645,,regular
5469,2023-11-11,2,97961,,regular
5469,2023-11-11,3,19949,,regular
5469,2023-11-11,4,74374,,regular
5469,2023-11-11,5,09296,,regular
5470,2023-11-14,1,47162,,regular
5470,2023-11-14,2,43355,,regular
5470,2023-11-14,3,67587,,regular
5470,2023-11-14,4,25155,,regular
5470,2023-11-14,5,79898,,regular
5471,2023-11-17,1,80521,,regular
5471,2023-11-17,2,49665,,regular
5471,2023-11-17,3,64654,,regular
5471,2023-11-17,4,40507,,regular
5471,2023-11-17,5,27862,,regular
5472,2023-11-20,1,70349,,regular
5472,2023-11-20,2,11238,,regular
5472,2023-11-20,3,38293,,regular
5472,2023-11-20,4,34037,,regular
5472,2023-11-20,5,18393,,regular
5473,2023-11-23,1,99777,,regular
5473,2023-11-23,2,49200,,regular
5473,2023-11-23,3,35644,,regular
5473,2023-11-23,4,75784,,regular
5473,2023-11-23,5,88163,,regular
5474,2023-11-26,1,06376,,regular
5474,2023-11-26,2,12656,,regular
5474,2023-11-26,3,16069,,regular
5474,2023-11-26,4,29258,,regular
5474,2023-11-26,5,81316,,regular
5475,2023-11-29,1,60809,,regular
5475,2023-11-29,2,06934,,regular
5475,2023-11-29,3,30234,,regular
5475,2023-11-29,4,16853,,regular
5475,2023-11-29,5,49733,,regular
5476,2023-12-02,1,85369,,regular
5476,2023-12-02,2,85107,,regular
5476,2023-12-02,3,81068,,regular
5476,2023-12-02,4,08511,,regular
5476,2023-12-02,5,41980,,regular
5477,2023-12-05,1,56086,,regular
5477,2023-12-05,2,15423,,regular
5477,2023-12-05,3,37993,,regular
5477,2023-12-05,4,07083,,regular
5477,2023-12-05,5,01529,,regular
5478,2023-12-08,1,89677,,regular
5478,2023-12-08,2,71759,,regular
5478,2023-12-08,3,25440,,regular
5478,2023-12-08,4,22682,,regular
5478,2023-12-08,5,44924,,regular
5479,2023-12-11,1,87156,,regular
5479,2023-12-11,2,73453,,regular
5479,2023-12-11,3,35630,,regular
5479,2023-12-11,4,94734,,regular
5479,2023-12-11,5,48904,,regular
5480,2023-12-14,1,46674,,regular
5480,2023-12-14,2,75781,,regular
5480,2023-12-14,3,44420,,regular
5480,2023-12-14,4,55186,,regular
5480,2023-12-14,5,81836,,regular
5481,2023-12-17,1,61064,,regular
5481,2023-12-17,2,35059,,regular
5481,2023-12-17,3,67913,,regular
5481,2023-12-17,4,09030,,regular
5481,2023-12-17,5,02326,,regular
5482,2023-12-20,1,55498,,regular
5482,2023-12-20,2,38854,,regular
5482,2023-12-20,3,06523,,regular
5482,2023-12-20,4,26332,,regular
5482,2023-12-20,5,87650,,regular
5483,2023-12-23,1,33181,,regular
5483,2023-12-23,2,55189,,regular
5483,2023-12-23,3,20901,,regular
5483,2023-12-23,4,44518,,regular
5483,2023-12-23,5,44899,,regular
5484,2023-12-26,1,49409,,regular
5484,2023-12-26,2,17293,,regular
5484,2023-12-26,3,18303,,regular
5484,2023-12-26,4,22374,,regular
5484,2023-12-26,5,80882,,regular
5485,2023-12-29,1,44545,,regular
5485,2023-12-29,2,40535,,regular
5485,2023-12-29,3,24903,,regular
5485,2023-12-29,4,54186,,regular
5485,2023-12-29,5,58943,,regular
5486,2024-01-01,1,69237,,regular
5486,2024-01-01,2,33397,,regular
5486,2024-01-01,3,72861,,regular
5486,2024-01-01,4,71201,,regular
5486,2024-01-01,5,82449,,regular
5487,2024-01-04,1,67650,,regular
5487,2024-01-04,2,46817,,regular
5487,2024-01-04,3,33349,,regular
5487,2024-01-04,4,48081,,regular
5487,2024-01-04,5,98495,,regular
5488,2024-01-07,1,94230,,regular
5488,2024-01-07,2,69553,,regular
5488,2024-01-07,3,31672,,regular
5488,2024-01-07,4,06911,,regular
5488,2024-01-07,5,97183,,regular
5489,2024-01-10,1,49048,,regular
5489,2024-01-10,2,88601,,regular
5489,2024-01-10,3,02322,,regular
5489,2024-01-10,4,22910,,regular
5489,2024-01-10,5,59784,,regular
5490,2024-01-13,1,05745,,regular
5490,2024-01-13,2,19542,,regular
5490,2024-01-13,3,84296,,regular
5490,2024-01-13,4,03993,,regular
5490,2024-01-13,5,08836,,regular
5491,2024-01-16,1,16410,,regular
5491,2024-01-16,2,26976,,regular
5491,2024-01-16,3,29282,,regular
5491,2024-01-16,4,93810,,regular
5491,2024-01-16,5,59615,,regular
5492,2024-01-19,1,21014,,regular
5492,2024-01-19,2,12445,,regular
5492,2024-01-19,3,98145,,regular
5492,2024-01-19,4,30449,,regular
5492,2024-01-19,5,70227,,regular
5493,2024-01-22,1,66167,,regular
5493,2024-01-22,2,05347,,regular
5493,2024-01-22,3,01988,,regular
5493,2024-01-22,4,78926,,regular
5493,2024-01-22,5,67733,,regular
5494,2024-01-25,1,17027,,regular
5494,2024-01-25,2,22475,,regular
5494,2024-01-25,3,88058,,regular
5494,2024-01-25,4,14606,,regular
5494,2024-01-25,5,51647,,regular
5495,2024-01-28,1,89535,,regular
5495,2024-01-28,2,77573,,regular
5495,2024-01-28,3,29100,,regular
5495,2024-01-28,4,80285,,regular
5495,2024-01-28,5,25912,,regular
5496,2024-01-31,1,65068,,regular
5496,2024-01-31,2,24312,,regular
5496,2024-01-31,3,04700,,regular
5496,2024-01-31,4,09724,,regular
5496,2024-01-31,5,62310,,regular
5497,2024-02-03,1,83560,,regular
5497,2024-02-03,2,48478,,regular
5497,2024-02-03,3,31588,,regular
5497,2024-02-03,4,92414,,regular
5497,2024-02-03,5,91180,,regular
5498,2024-02-06,1,12261,,regular
5498,2024-02-06,2,86758,,regular
5498,2024-02-06,3,73862,,regular
5498,2024-02-06,4,98944,,regular
5498,2024-02-06,5,49999,,regular
5499,2024-02-09,1,54596,,regular
5499,2024-02-09,2,48055,,regular
5499,2024-02-09,3,44046,,regular
5499,2024-02-09,4,80249,,regular
5499,2024-02-09,5,04913,,regular
5500,2024-02-12,1,07789,,regular
5500,2024-02-12,2,92067,,regular
5500,2024-02-12,3,02319,,regular
5500,2024-02-12,4,83846,,regular
5500,2024-02-12,5,66552,,regular
5501,2024-02-15,1,36465,,regular
5501,2024-02-15,2,73777,,regular
5501,2024-02-15,3,70388,,regular
5501,2024-02-15,4,87861,,regular
5501,2024-02-15,5,63179,,regular
5502,2024-02-18,1,34994,,regular
5502,2024-02-18,2,04572,,regular
5502,2024-02-18,3,62545,,regular
5502,2024-02-18,4,90445,,regular
5502,2024-02-18,5,78525,,regular
5503,2024-02-21,1,69717,,regular
5503,2024-02-21,2,42934,,regular
5503,2024-02-21,3,89999,,regular
5503,2024-02-21,4,50067,,regular
5503,2024-02-21,5,95965,,regular
5504,2024-02-24,1,02375,,regular
5504,2024-02-24,2,41424,,regular
5504,2024-02-24,3,47647,,regular
5504,2024-02-24,4,31527,,regular
5504,2024-02-24,5,59207,,regular
5505,2024-02-27,1,34120,,regular
5505,2024-02-27,2,72273,,regular
5505,2024-02-27,3,48134,,regular
5505,2024-02-27,4,16541,,regular
5505,2024-02-27,5,04054,,regular
5506,2024-03-01,1,53689,,regular
5506,2024-03-01,2,93078,,regular
5506,2024-03-01,3,02725,,regular
5506,2024-03-01,4,22837,,regular
5506,2024-03-01,5,58193,,regular
5507,2024-03-04,1,01212,,regular
5507,2024-03-04,2,62462,,regular
5507,2024-03-04,3,97681,,regular
5507,2024-03-04,4,85304,,regular
5507,2024-03-04,5,59769,,regular
5508,2024-03-07,1,83111,,regular
5508,2024-03-07,2,67222,,regular
5508,2024-03-07,3,21602,,regular
5508,2024-03-07,4,55145,,regular
5508,2024-03-07,5,82810,,regular
5509,2024-03-10,1,99162,,regular
5509,2024-03-10,2,51548,,regular
5509,2024-03-10,3,77222,,regular
5509,2024-03-10,4,86247,,regular
5509,2024-03-10,5,47982,,regular
5510,2024-03-13,1,92714,,regular
5510,2024-03-13,2,80624,,regular
5510,2024-03-13,3,62212,,regular
5510,2024-03-13,4,69947,,regular
5510,2024-03-13,5,47520,,regular
5511,2024-03-16,1,43891,,regular
5511,2024-03-16,2,48856,,regular
5511,2024-03-16,3,93799,,regular
5511,2024-03-16,4,80362,,regular
5511,2024-03-16,5,38545,,regular
5512,2024-03-19,1,69145,,regular
5512,2024-03-19,2,42494,,regular
5512,2024-03-19,3,71450,,regular
5512,2024-03-19,4,41804,,regular
5512,2024-03-19,5,68451,,regular
5513,2024-03-22,1,36014,,regular
5513,2024-03-22,2,99583,,regular
5513,2024-03-22,3,86329,,regular
5513,2024-03-22,4,49975,,regular
5513,2024-03-22,5,98325,,regular
5514,2024-03-25,1,25794,,regular
5514,2024-03-25,2,98592,,regular
5514,2024-03-25,3,73857,,regular
5514,2024-03-25,4,20828,,regular
5514,2024-03-25,5,77943,,regular
5515,2024-03-28,1,81615,,regular
5515,2024-03-28,2,03865,,regular
5515,2024-03-28,3,96435,,regular
5515,2024-03-28,4,24272,,regular
5515,2024-03-28,5,89226,,regular
5516,2024-03-31,1,41757,,regular
5516,2024-03-31,2,12788,,regular
5516,2024-03-31,3,80640,,regular
5516,2024-03-31,4,62509,,regular
5516,2024-03-31,5,92948,,regular
5517,2024-04-03,1,35858,,regular
5517,2024-04-03,2,10714,,regular
5517,2024-04-03,3,39132,,regular
5517,2024-04-03,4,42237,,regular
5517,2024-04-03,5,75243,,regular
5518,2024-04-06,1,13519,,regular
5518,2024-04-06,2,34328,,regular
5518,2024-04-06,3,80867,,regular
5518,2024-04-06,4,20782,,regular
5518,2024-04-06,5,70357,,regular
5519,2024-04-09,1,36658,,regular
5519,2024-04-09,2,46964,,regular
5519,2024-04-09,3,00593,,regular
5519,2024-04-09,4,62299,,regular
5519,2024-04-09,5,33948,,regular
5520,2024-04-12,1,08438,,regular
5520,2024-04-12,2,72265,,regular
5520,2024-04-12,3,99578,,regular
5520,2024-04-12,4,46427,,regular
5520,2024-04-12,5,18977,,regular
5521,2024-04-15,1,53612,,regular
5521,2024-04-15,2,96410,,regular
5521,2024-04-15,3,07324,,regular
5521,2024-04-15,4,05159,,regular
5521,2024-04-15,5,97053,,regular
5522,2024-04-18,1,79948,,regular
5522,2024-04-18,2,54528,,regular
5522,2024-04-18,3,86697,,regular
5522,2024-04-18,4,11315,,regular
5522,2024-04-18,5,69197,,regular
5523,2024-04-21,1,81698,,regular
5523,2024-04-21,2,35726,,regular
5523,2024-04-21,3,21311,,regular
5523,2024-04-21,4,85715,,regular
5523,2024-04-21,5,17622,,regular
5524,2024-04-24,1,75151,,regular
5524,2024-04-24,2,26673,,regular
5524,2024-04-24,3,33177,,regular
5524,2024-04-24,4,62256,,regular
5524,2024-04-24,5,10893,,regular
5525,2024-04-27,1,91028,,regular
5525,2024-04-27,2,46867,,regular
5525,2024-04-27,3,02289,,regular
5525,2024-04-27,4,00329,,regular
5525,2024-04-27,5,61998,,regular
5526,2024-04-30,1,81411,,regular
5526,2024-04-30,2,42536,,regular
5526,2024-04-30,3,64194,,regular
5526,2024-04-30,4,82431,,regular
5526,2024-04-30,5,14523,,regular
5527,2024-05-03,1,76538,,regular
5527,2024-05-03,2,58516,,regular
5527,2024-05-03,3,78358,,regular
5527,2024-05-03,4,28208,,regular
5527,2024-05-03,5,84504,,regular
5528,2024-05-06,1,42522,,regular
5528,2024-05-06,2,31468,,regular
5528,2024-05-06,3,43012,,regular
5528,2024-05-06,4,09193,,regular
5528,2024-05-06,5,83787,,regular
5529,2024-05-09,1,38213,,regular
5529,2024-05-09,2,78027,,regular
5529,2024-05-09,3,97127,,regular
5529,2024-05-09,4,56911,,regular
5529,2024-05-09,5,53699,,regular
5530,2024-05-12,1,96782,,regular
5530,2024-05-12,2,30019,,regular
5530,2024-05-12,3,34579,,regular
5530,2024-05-12,4,87218,,regular
5530,2024-05-12,5,23137,,regular
5531,2024-05-15,1,13308,,regular
5531,2024-05-15,2,48823,,regular
5531,2024-05-15,3,65847,,regular
5531,2024-05-15,4,34830,,regular
5531,2024-05-15,5,35923,,regular
5532,2024-05-18,1,78838,,regular
5532,2024-05-18,2,91214,,regular
5532,2024-05-18,3,37208,,regular
5532,2024-05-18,4,29619,,regular
5532,2024-05-18,5,41664,,regular
5533,2024-05-21,1,11224,,regular
5533,2024-05-21,2,17498,,regular
5533,2024-05-21,3,63307,,regular
5533,2024-05-21,4,91597,,regular
5533,2024-05-21,5,12893,,regular
5534,2024-05-24,1,39408,,regular
5534,2024-05-24,2,18943,,regular
5534,2024-05-24,3,07389,,regular
5534,2024-05-24,4,76496,,regular
5534,2024-05-24,5,52654,,regular
5535,2024-05-27,1,10346,,regular
5535,2024-05-27,2,64183,,regular
5535,2024-05-27,3,12787,,regular
5535,2024-05-27,4,84398,,regular
5535,2024-05-27,5,94262,,regular
5536,2024-05-30,1,97796,,regular
5536,2024-05-30,2,32377,,regular
5536,2024-05-30,3,61759,,regular
5536,2024-05-30,4,49188,,regular
5536,2024-05-30,5,09651,,regular
5537,2024-06-02,1,09530,,regular
5537,2024-06-02,2,24944,,regular
5537,2024-06-02,3,74459,,regular
5537,2024-06-02,4,38379,,regular
5537,2024-06-02,5,45516,,regular
5538,2024-06-05,1,52826,,regular
5538,2024-06-05,2,09249,,regular
5538,2024-06-05,3,71847,,regular
5538,2024-06-05,4,26520,,regular
5538,2024-06-05,5,49984,,regular
5539,2024-06-08,1,99710,,regular
5539,2024-06-08,2,60366,,regular
5539,2024-06-08,3,63708,,regular
5539,2024-06-08,4,76120,,regular
5539,2024-06-08,5,97983,,regular
5540,2024-06-11,1,96787,,regular
5540,2024-06-11,2,64760,,regular
5540,2024-06-11,3,28893,,regular
5540,2024-06-11,4,55925,,regular
5540,2024-06-11,5,94299,,regular
5541,2024-06-14,1,47622,,regular
5541,2024-06-14,2,57144,,regular
5541,2024-06-14,3,62673,,regular
5541,2024-06-14,4,09734,,regular
5541,2024-06-14,5,96655,,regular
5542,2024-06-17,1,51548,,regular
5542,2024-06-17,2,62988,,regular
5542,2024-06-17,3,38183,,regular
5542,2024-06-17,4,28778,,regular
5542,2024-06-17,5,16456,,regular
5543,2024-06-20,1,93257,,regular
5543,2024-06-20,2,57676,,regular
5543,2024-06-20,3,84095,,regular
5543,2024-06-20,4,65905,,regular
5543,2024-06-20,5,61420,,regular
5544,2024-06-23,1,68061,,regular
5544,2024-06-23,2,64999,,regular
5544,2024-06-23,3,39207,,regular
5544,2024-06-23,4,00776,,regular
5544,2024-06-23,5,60126,,regular
5545,2024-06-26,1,69611,,regular
5545,2024-06-26,2,79613,,regular
5545,2024-06-26,3,67366,,regular
5545,2024-06-26,4,37708,,regular
5545,2024-06-26,5,63965,,regular
5546,2024-06-29,1,74366,,regular
5546,2024-06-29,2,14403,,regular
5546,2024-06-29,3,43716,,regular
5546,2024-06-29,4,49453,,regular
5546,2024-06-29,5,09247,,regular
5547,2024-07-02,1,77634,,regular
5547,2024-07-02,2,34212,,regular
5547,2024-07-02,3,04853,,regular
5547,2024-07-02,4,06674,,regular
5547,2024-07-02,5,03120,,regular
5548,2024-07-05,1,88504,,regular
5548,2024-07-05,2,90501,,regular
5548,2024-07-05,3,14488,,regular
5548,2024-07-05,4,40490,,regular
5548,2024-07-05,5,32012,,regular
5549,2024-07-08,1,26531,,regular
5549,2024-07-08,2,69776,,regular
5549,2024-07-08,3,13136,,regular
5549,2024-07-08,4,19178,,regular
5549,2024-07-08,5,79728,,regular
5550,2024-07-11,1,66062,,regular
5550,2024-07-11,2,07115,,regular
5550,2024-07-11,3,93040,,regular
5550,2024-07-11,4,98659,,regular
5550,2024-07-11,5,26647,,regular
5551,2024-07-14,1,96153,,regular
5551,2024-07-14,2,60678,,regular
5551,2024-07-14,3,82938,,regular
5551,2024-07-14,4,11277,,regular
5551,2024-07-14,5,60388,,regular
5552,2024-07-17,1,42003,,regular
5552,2024-07-17,2,14413,,regular
5552,2024-07-17,3,15487,,regular
5552,2024-07-17,4,48491,,regular
5552,2024-07-17,5,57772,,regular
5553,2024-07-20,1,22749,,regular
5553,2024-07-20,2,09901,,regular
5553,2024-07-20,3,09906,,regular
5553,2024-07-20,4,30587,,regular
5553,2024-07-20,5,94326,,regular
5554,2024-07-23,1,04554,,regular
5554,2024-07-23,2,96600,,regular
5554,2024-07-23,3,44304,,regular
5554,2024-07-23,4,97325,,regular
5554,2024-07-23,5,22363,,regular
5555,2024-07-26,1,98234,,regular
5555,2024-07-26,2,00694,,regular
5555,2024-07-26,3,35299,,regular
5555,2024-07-26,4,15355,,regular
5555,2024-07-26,5,25200,,regular
5556,2024-07-29,1,41120,,regular
5556,2024-07-29,2,09390,,regular
5556,2024-07-29,3,38470,,regular
5556,2024-07-29,4,65172,,regular
5556,2024-07-29,5,12210,,regular
5557,2024-08-01,1,14104,,regular
5557,2024-08-01,2,28199,,regular
5557,2024-08-01,3,87718,,regular
5557,2024-08-01,4,79019,,regular
5557,2024-08-01,5,43899,,regular
5558,2024-08-04,1,99536,,regular
5558,2024-08-04,2,98210,,regular
5558,2024-08-04,3,51862,,regular
5558,2024-08-04,4,60718,,regular
5558,2024-08-04,5,80299,,regular
5559,2024-08-07,1,57123,,regular
5559,2024-08-07,2,26095,,regular
5559,2024-08-07,3,10765,,regular
5559,2024-08-07,4,38783,,regular
5559,2024-08-07,5,14984,,regular
5560,2024-08-10,1,31162,,regular
5560,2024-08-10,2,80112,,regular
5560,2024-08-10,3,29763,,regular
5560,2024-08-10,4,37263,,regular
5560,2024-08-10,5,09839,,regular
5561,2024-08-13,1,18380,,regular
5561,2024-08-13,2,83344,,regular
5561,2024-08-13,3,05477,,regular
5561,2024-08-13,4,55425,,regular
5561,2024-08-13,5,49203,,regular
5562,2024-08-16,1,90684,,regular
5562,2024-08-16,2,55621,,regular
5562,2024-08-16,3,19668,,regular
5562,2024-08-16,4,57001,,regular
5562,2024-08-16,5,37693,,regular
5563,2024-08-19,1,48744,,regular
5563,2024-08-19,2,52540,,regular
5563,2024-08-19,3,77873,,regular
5563,2024-08-19,4,44520,,regular
5563,2024-08-19,5,76789,,regular
5564,2024-08-22,1,26973,,regular
5564,2024-08-22,2,64644,,regular
5564,2024-08-22,3,24223,,regular
5564,2024-08-22,4,60329,,regular
5564,2024-08-22,5,99620,,regular
5565,2024-08-25,1,33939,,regular
5565,2024-08-25,2,50634,,regular
5565,2024-08-25,3,99895,,regular
5565,2024-08-25,4,41201,,regular
5565,2024-08-25,5,43732,,regular
5566,2024-08-28,1,07557,,regular
5566,2024-08-28,2,51295,,regular
5566,2024-08-28,3,48791,,regular
5566,2024-08-28,4,87919,,regular
5566,2024-08-28,5,77647,,regular
5567,2024-08-31,1,35692,,regular
5567,2024-08-31,2,33885,,regular
5567,2024-08-31,3,52017,,regular
5567,2024-08-31,4,66800,,regular
5567,2024-08-31,5,21232,,regular
5568,2024-09-03,1,32237,,regular
5568,2024-09-03,2,15335,,regular
5568,2024-09-03,3,50822,,regular
5568,2024-09-03,4,05922,,regular
5568,2024-09-03,5,18166,,regular
5569,2024-09-06,1,69992,,regular
5569,2024-09-06,2,32566,,regular
5569,2024-09-06,3,22025,,regular
5569,2024-09-06,4,62713,,regular
5569,2024-09-06,5,44652,,regular
5570,2024-09-09,1,77440,,regular
5570,2024-09-09,2,29849,,regular
5570,2024-09-09,3,63246,,regular
5570,2024-09-09,4,44577,,regular
5570,2024-09-09,5,34483,,regular
5571,2024-09-12,1,65100,,regular
5571,2024-09-12,2,36499,,regular
5571,2024-09-12,3,29542,,regular
5571,2024-09-12,4,58812,,regular
5571,2024-09-12,5,44190,,regular
5572,2024-09-15,1,62016,,regular
5572,2024-09-15,2,76628,,regular
5572,2024-09-15,3,98498,,regular
5572,2024-09-15,4,84061,,regular
5572,2024-09-15,5,13695,,regular
5573,2024-09-18,1,34950,,regular
5573,2024-09-18,2,80877,,regular
5573,2024-09-18,3,15845,,regular
5573,2024-09-18,4,86805,,regular
5573,2024-09-18,5,75149,,regular
5574,2024-09-21,1,29671,,regular
5574,2024-09-21,2,68944,,regular
5574,2024-09-21,3,78063,,regular
5574,2024-09-21,4,30821,,regular
5574,2024-09-21,5,06454,,regular
5575,2024-09-24,1,75999,,regular
5575,2024-09-24,2,99584,,regular
5575,2024-09-24,3,23641,,regular
5575,2024-09-24,4,30165,,regular
5575,2024-09-24,5,30137,,regular
5576,2024-09-27,1,94246,,regular
5576,2024-09-27,2,55281,,regular
5576,2024-09-27,3,09735,,regular
5576,2024-09-27,4,95425,,regular
5576,2024-09-27,5,91193,,regular
5577,2024-09-30,1,63037,,regular
5577,2024-09-30,2,01636,,regular
5577,2024-09-30,3,74438,,regular
5577,2024-09-30,4,70723,,regular
5577,2024-09-30,5,70527,,regular
5578,2024-10-03,1,59028,,regular
5578,2024-10-03,2,94310,,regular
5578,2024-10-03,3,83177,,regular
5578,2024-10-03,4,42886,,regular
5578,2024-10-03,5,18255,,regular
5579,2024-10-06,1,87346,,regular
5579,2024-10-06,2,94757,,regular
5579,2024-10-06,3,33629,,regular
5579,2024-10-06,4,71381,,regular
5579,2024-10-06,5,06521,,regular
5580,2024-10-09,1,94124,,regular
5580,2024-10-09,2,43050,,regular
5580,2024-10-09,3,46386,,regular
5580,2024-10-09,4,32147,,regular
5580,2024-10-09,5,42393,,regular
5581,2024-10-12,1,92225,,regular
5581,2024-10-12,2,00121,,regular
5581,2024-10-12,3,54065,,regular
5581,2024-10-12,4,33610,,regular
5581,2024-10-12,5,82697,,regular
5582,2024-10-15,1,36172,,regular
5582,2024-10-15,2,49149,,regular
5582,2024-10-15,3,28471,,regular
5582,2024-10-15,4,65137,,regular
5582,2024-10-15,5,05858,,regular
5583,2024-10-18,1,75721,,regular
5583,2024-10-18,2,36368,,regular
5583,2024-10-18,3,80499,,regular
5583,2024-10-18,4,91085,,regular
5583,2024-10-18,5,18872,,regular
5584,2024-10-21,1,18681,,regular
5584,2024-10-21,2,33328,,regular
5584,2024-10-21,3,15381,,regular
5584,2024-10-21,4,14456,,regular
5584,2024-10-21,5,55796,,regular
5585,2024-10-24,1,63296,,regular
5585,2024-10-24,2,91959,,regular
5585,2024-10-24,3,69534,,regular
5585,2024-10-24,4,72118,,regular
5585,2024-10-24,5,96321,,regular
5586,2024-10-27,1,41110,,regular
5586,2024-10-27,2,21656,,regular
5586,2024-10-27,3,84604,,regular
5586,2024-10-27,4,32214,,regular
5586,2024-10-27,5,73818,,regular
5587,2024-10-30,1,29872,,regular
5587,2024-10-30,2,83911,,regular
5587,2024-10-30,3,94105,,regular
5587,2024-10-30,4,62178,,regular
